image_type,rank,block,block_row,block_col,t,age,A_hat,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower_pointwise,ci_upper_pointwise,confidence_level,ci_method,n_success,local_support_pairs,support_ok
roi,1,7,1,2,0.01,18.61,0.041871853670489345,0.09028584262543676,0.04841398895494742,0.3287032726180121,-0.5406391825455255,0.766852288959355,0.95,percentile,500,269,True
roi,1,8,2,2,0.01,18.61,0.09979868725470287,0.03860085487440655,-0.061197832380296316,0.42739946381717486,-0.8821303487835519,0.7599523646853635,0.95,percentile,500,269,True
roi,1,9,3,2,0.01,18.61,0.634940416370732,0.7143223638298304,0.07938194745909843,0.4572812017407094,-0.012900520107248204,1.8028604964224606,0.95,percentile,500,269,True
roi,1,10,4,2,0.01,18.61,-0.6762740886823929,-0.7140480147016859,-0.03777392601929297,0.4766387895870692,-1.7956861986198995,0.18233024426745334,0.95,percentile,500,269,True
roi,1,11,5,2,0.01,18.61,-0.06581988868444255,-0.023676855874162864,0.04214303281027969,0.3601165853449617,-0.6978309286344283,0.7221110308885824,0.95,percentile,500,269,True
roi,1,12,6,2,0.01,18.61,0.3021380411111236,0.27348037469080044,-0.028657666420323136,0.22155121895264612,-0.13845999699516026,0.7395238272180217,0.95,percentile,500,269,True
roi,1,1,1,1,0.02,19.22,-0.43924912089045404,-0.4005611029354873,0.038688017954966736,0.5143035959954919,-1.3378573060844956,0.5938073832774488,0.95,percentile,500,269,True
roi,1,2,2,1,0.02,19.22,0.7678628667651761,0.7133739236905704,-0.05448894307460572,0.4817496050260982,-0.1917670374310943,1.6424025171882068,0.95,percentile,500,269,True
roi,1,3,3,1,0.02,19.22,-0.23249737521094357,-0.1765276550519364,0.05596972015900717,0.40624372286833504,-0.9643769750384367,0.7002019244035823,0.95,percentile,500,269,True
roi,1,4,4,1,0.02,19.22,-0.11306538976084557,-0.07335980508565908,0.03970558467518649,0.4029294607725221,-0.7730491404824603,0.8211797005163569,0.95,percentile,500,269,True
roi,1,5,5,1,0.02,19.22,0.35896225181822294,0.3135407864707867,-0.04542146534743624,0.2998621754486275,-0.4381229954827005,0.8404257821910095,0.95,percentile,500,269,True
roi,1,6,6,1,0.02,19.22,0.04081521736280484,0.06955425828581344,0.028739040923008594,0.29642394512209536,-0.4649949637998035,0.6433829062615967,0.95,percentile,500,269,True
roi,1,7,1,2,0.02,19.22,0.0420503243501552,0.08920355508117736,0.047153230731022164,0.32193041310782433,-0.5346757960782609,0.7511080159239362,0.95,percentile,500,269,True
roi,1,8,2,2,0.02,19.22,0.08521912350405456,0.02678438438131234,-0.05843473912274222,0.4170631042616184,-0.8721347746415846,0.7344594985661352,0.95,percentile,500,269,True
roi,1,9,3,2,0.02,19.22,0.645603146764629,0.7209761067126259,0.07537295994799686,0.4488768639898586,0.010284493125746672,1.7884276219741082,0.95,percentile,500,269,True
roi,1,10,4,2,0.02,19.22,-0.7004094200829902,-0.7353422296229749,-0.03493280953998468,0.4657914060990083,-1.8047186660088195,0.14077091510541934,0.95,percentile,500,269,True
roi,1,11,5,2,0.02,19.22,-0.09449407909013528,-0.052729362070721465,0.04176471701941382,0.34918309937594383,-0.7204284220047402,0.666212870923243,0.95,percentile,500,269,True
roi,1,12,6,2,0.02,19.22,0.3119966051701384,0.28453888557143203,-0.027457719598706354,0.21682241448194406,-0.1204559839224881,0.7460579720148661,0.95,percentile,500,269,True
roi,1,1,1,1,0.03,19.83,-0.422410693247215,-0.3842387975527885,0.03817189569442647,0.5025243767977461,-1.293978725689008,0.5919802299091178,0.95,percentile,500,269,True
roi,1,2,2,1,0.03,19.83,0.7424100751739289,0.688188772424622,-0.05422130274930692,0.46962351354572274,-0.19128226110032634,1.5946898936188945,0.95,percentile,500,269,True
roi,1,3,3,1,0.03,19.83,-0.2185854775788104,-0.16377446611453603,0.05481101146427436,0.39380210348002537,-0.924605226895143,0.6995219611522621,0.95,percentile,500,269,True
roi,1,4,4,1,0.03,19.83,-0.1012807358655803,-0.063546067641897,0.03773466822368329,0.391287841682299,-0.743450231330476,0.8025713044037004,0.95,percentile,500,269,True
roi,1,5,5,1,0.03,19.83,0.33877366074501863,0.29560388893337736,-0.04316977181164128,0.2903691677232058,-0.43167507887424517,0.8046588929579959,0.95,percentile,500,269,True
roi,1,6,6,1,0.03,19.83,0.061042039181569495,0.08892482312748934,0.027882783945919844,0.2889909883267331,-0.4334593861010475,0.6557416001351754,0.95,percentile,500,269,True
roi,1,7,1,2,0.03,19.83,0.04269381178923436,0.0888210401902315,0.046127228400997144,0.31542606931397166,-0.5269679546819238,0.7368964285179402,0.95,percentile,500,269,True
roi,1,8,2,2,0.03,19.83,0.07156323372917155,0.015817241594122438,-0.055745992135049105,0.4069318572448495,-0.8603732829354328,0.7109877258459883,0.95,percentile,500,269,True
roi,1,9,3,2,0.03,19.83,0.6545349224718917,0.725849111387429,0.07131418891553731,0.44060380150487816,0.02579400114817286,1.7646532170513678,0.95,percentile,500,269,True
roi,1,10,4,2,0.03,19.83,-0.7226125137339087,-0.7546646302064416,-0.03205211647253292,0.45526557487819314,-1.8146930920342086,0.10441068929637874,0.95,percentile,500,269,True
roi,1,11,5,2,0.03,19.83,-0.12214594112133169,-0.08082023820549974,0.041325702915831944,0.338648884472946,-0.7370708776976238,0.6080586764831891,0.95,percentile,500,269,True
roi,1,12,6,2,0.03,19.83,0.3211065573469835,0.2949418267209925,-0.026164730625991006,0.21229397786154947,-0.10305792100702584,0.7533722897986213,0.95,percentile,500,269,True
roi,1,1,1,1,0.04,20.44,-0.4064677542383371,-0.36866253538019517,0.03780521885814192,0.49102725892130455,-1.2569981582958334,0.5919366790453335,0.95,percentile,500,269,True
roi,1,2,2,1,0.04,20.44,0.7183015025807834,0.6643488092296764,-0.05395269335110697,0.45793903145016746,-0.19397251321681785,1.5490892816795219,0.95,percentile,500,269,True
roi,1,3,3,1,0.04,20.44,-0.20566926870038826,-0.15198370450016718,0.05368556420022108,0.38181856573732925,-0.8862012736674069,0.6909534477311503,0.95,percentile,500,269,True
roi,1,4,4,1,0.04,20.44,-0.09015986223620351,-0.05424326636898056,0.03591659586722295,0.38007501479254047,-0.7234626392163647,0.7816901815806772,0.95,percentile,500,269,True
roi,1,5,5,1,0.04,20.44,0.3189602059948318,0.27779393539613306,-0.04116627059869876,0.2813541705547163,-0.41305421862441993,0.7710897877473347,0.95,percentile,500,269,True
roi,1,6,6,1,0.04,20.44,0.08003851602419361,0.10724207342362654,0.027203557399432934,0.28180664702579344,-0.39682981367524073,0.6662805265161683,0.95,percentile,500,269,True
roi,1,7,1,2,0.04,20.44,0.04371840758641277,0.08900214083342045,0.04528373324700768,0.30912479102175666,-0.5106416486233322,0.7322778507771502,0.95,percentile,500,269,True
roi,1,8,2,2,0.04,20.44,0.058733966676936325,0.005602321289338289,-0.053131645387598035,0.39699224163856367,-0.8470873916323849,0.6888011541469802,0.95,percentile,500,269,True
roi,1,9,3,2,0.04,20.44,0.6619448693834082,0.7291865237595042,0.06724165437609597,0.43243414667778507,0.031025183969445973,1.7401136398255084,0.95,percentile,500,269,True
roi,1,10,4,2,0.04,20.44,-0.7431149958349441,-0.772280363752348,-0.029165367917403873,0.4450221202783624,-1.8095502076737162,0.06966515551905848,0.95,percentile,500,269,True
roi,1,11,5,2,0.04,20.44,-0.1488815545294205,-0.10805874001726788,0.040822814512152625,0.3284980715575226,-0.7519054915401582,0.5631841662650338,0.95,percentile,500,269,True
roi,1,12,6,2,0.04,20.44,0.32954182590694864,0.30475419955255617,-0.024787626354392467,0.20794378422856669,-0.09124166015062717,0.7590292493036803,0.95,percentile,500,269,True
roi,1,1,1,1,0.05,21.05,-0.3913235221531098,-0.35374613932915494,0.03757738282395484,0.47978127140649107,-1.2246706599995982,0.5954009171834875,0.95,percentile,500,269,True
roi,1,2,2,1,0.05,21.05,0.6953752238204057,0.6416709750319716,-0.05370424878843416,0.4466510092056861,-0.2053354697489038,1.5051414983259428,0.95,percentile,500,269,True
roi,1,3,3,1,0.05,21.05,-0.19362661842052736,-0.14102195164337622,0.05260466677715114,0.37024432901839677,-0.8490083912116878,0.6813335206690714,0.95,percentile,500,269,True
roi,1,4,4,1,0.05,21.05,-0.07963453336019839,-0.04538800672674631,0.03424652663345208,0.3692479752195675,-0.7040590360271197,0.7649838975217393,0.95,percentile,500,269,True
roi,1,5,5,1,0.05,21.05,0.29951235617034866,0.26012123323965586,-0.0393911229306928,0.2727730130941862,-0.39549546243851585,0.7429521976124138,0.95,percentile,500,269,True
roi,1,6,6,1,0.05,21.05,0.09792914385882101,0.12461883289638197,0.026689689037560957,0.2748501523171475,-0.36122019300014335,0.6753189257363561,0.95,percentile,500,269,True
roi,1,7,1,2,0.05,21.05,0.04505908358802934,0.08964424573855981,0.04458516215053047,0.30298498588270695,-0.49007619822682746,0.7272089307062217,0.95,percentile,500,269,True
roi,1,8,2,2,0.05,21.05,0.0466478581239263,-0.003942396442216691,-0.050590254566142995,0.3872364447705443,-0.8351414414531464,0.6630652028036823,0.95,percentile,500,269,True
roi,1,9,3,2,0.05,21.05,0.6680074981121514,0.7311867272884458,0.06317922917629437,0.4243529115125655,0.03782681612547142,1.7302773652877037,0.95,percentile,500,269,True
roi,1,10,4,2,0.05,21.05,-0.7621104479083741,-0.788405112485913,-0.02629466457753893,0.4350368941348519,-1.8026343776691285,0.03648339559514269,0.95,percentile,500,269,True
roi,1,11,5,2,0.05,21.05,-0.1747928832024869,-0.13453778687936843,0.04025509632311847,0.3187224310817865,-0.7660351622697089,0.5067273110054074,0.95,percentile,500,269,True
roi,1,12,6,2,0.05,21.05,0.3373681262338231,0.3140342574550795,-0.023333868778743605,0.2037590545803207,-0.07343211599357673,0.7583156800538208,0.95,percentile,500,269,True
roi,1,1,1,1,0.06,21.66,-0.3769245830637847,-0.3394960406726889,0.037428542391095776,0.46865441022121623,-1.1969339755070996,0.5811805232919588,0.95,percentile,500,270,True
roi,1,2,2,1,0.06,21.66,0.6735248330928533,0.6200433542776563,-0.05348147881519694,0.43566681473822544,-0.20748846526730147,1.4628999966222975,0.95,percentile,500,270,True
roi,1,3,3,1,0.06,21.66,-0.18236426284243734,-0.13081676151948346,0.05154750132295388,0.3590431140959612,-0.8132715433046798,0.6696253421858339,0.95,percentile,500,270,True
roi,1,4,4,1,0.06,21.66,-0.06963454240138625,-0.036977863861289754,0.0326566785400965,0.3588264093065809,-0.685838933127241,0.7523539474669644,0.95,percentile,500,270,True
roi,1,5,5,1,0.06,21.66,0.2803988472495038,0.2425963556116306,-0.03780249163787322,0.26460140027052786,-0.384736385060177,0.7152834298459854,0.95,percentile,500,270,True
roi,1,6,6,1,0.06,21.66,0.11481769596943577,0.14116985373542898,0.026352157765993214,0.2681012036672866,-0.3329339392475558,0.6841674520972596,0.95,percentile,500,270,True
roi,1,7,1,2,0.06,21.66,0.04664263469908464,0.09061783517914819,0.04397520048006355,0.2969132056315031,-0.47412691703435483,0.7183685347622977,0.95,percentile,500,270,True
roi,1,8,2,2,0.06,21.66,0.03525437633063002,-0.012846799545489628,-0.048101175876119645,0.3775776217934253,-0.8175610371454708,0.6369933405839474,0.95,percentile,500,270,True
roi,1,9,3,2,0.06,21.66,0.6728488090803,0.7319595602961767,0.05911075121587672,0.4162495029824357,0.05398797203499532,1.7035977246965306,0.95,percentile,500,270,True
roi,1,10,4,2,0.06,21.66,-0.7797386430964358,-0.8031709846871085,-0.023432341590672645,0.4252224011560145,-1.7942411919539127,0.004118319551394791,0.95,percentile,500,270,True
roi,1,11,5,2,0.06,21.66,-0.19993843790280397,-0.16035466213720018,0.03958377576560379,0.30925569466653463,-0.7764350231090322,0.4540889579223517,0.95,percentile,500,270,True
roi,1,12,6,2,0.06,21.66,0.3446224871579344,0.3228813735722924,-0.021741113585642013,0.19969372379331446,-0.054486046550890885,0.7549921716356766,0.95,percentile,500,270,True
roi,1,1,1,1,0.07,22.27,-0.3631213635161716,-0.32570094649329856,0.03742041702287302,0.457744655474508,-1.168925850065123,0.5683832872791262,0.95,percentile,500,271,True
roi,1,2,2,1,0.07,22.27,0.6526476363443394,0.5993643486184232,-0.05328328772591617,0.4250546788137009,-0.20661328530006268,1.4192946818843484,0.95,percentile,500,271,True
roi,1,3,3,1,0.07,22.27,-0.17184701694012425,-0.12132384736016408,0.05052316957996017,0.34817542155912473,-0.7730686916537411,0.6538524011564146,0.95,percentile,500,271,True
roi,1,4,4,1,0.07,22.27,-0.06007972362071459,-0.028848476058461914,0.03123124756225268,0.3487138371726664,-0.6659327079498111,0.7393066936342512,0.95,percentile,500,271,True
roi,1,5,5,1,0.07,22.27,0.2614660439313537,0.22495670048787197,-0.03650934344348172,0.2568182526873118,-0.3761069810355525,0.6796130495404833,0.95,percentile,500,271,True
roi,1,6,6,1,0.07,22.27,0.1311210843821786,0.15740076894532543,0.026279684563146832,0.26154561266940024,-0.30555669420644205,0.6909882820733401,0.95,percentile,500,271,True
roi,1,7,1,2,0.07,22.27,0.04822259162868052,0.09161399684709445,0.043391405218413934,0.2909698637615448,-0.46083973758262703,0.7022927596076046,0.95,percentile,500,271,True
roi,1,8,2,2,0.07,22.27,0.02436113294440688,-0.021350335234681647,-0.04571146817908853,0.3681185567694384,-0.8070253266179207,0.6111596289488848,0.95,percentile,500,271,True
roi,1,9,3,2,0.07,22.27,0.6766925903296063,0.7318286765742876,0.05513608624468136,0.4083015900427188,0.06870911795242869,1.6812973839978274,0.95,percentile,500,271,True
roi,1,10,4,2,0.07,22.27,-0.7962414421030886,-0.8169092081297142,-0.020667766026625678,0.4156891322676497,-1.7843987160316475,-0.0329570207804136,0.95,percentile,500,271,True
roi,1,11,5,2,0.07,22.27,-0.22469191924912066,-0.1859541621847227,0.03873775706439797,0.3001483558990852,-0.786429286803398,0.42356143769490406,0.95,percentile,500,271,True
roi,1,12,6,2,0.07,22.27,0.3515737324218414,0.3315627359056445,-0.02001099651619692,0.19578398423981663,-0.03497766617301397,0.751418757030112,0.95,percentile,500,271,True
roi,1,1,1,1,0.08,22.88,-0.3497214427253763,-0.31213824107591553,0.03758320164946077,0.4470752689260093,-1.138996456775648,0.5579942594096232,0.95,percentile,500,271,True
roi,1,2,2,1,0.08,22.88,0.6327202909849828,0.5796374833598469,-0.05308280762513595,0.41488158934261576,-0.20345398179176133,1.3733841036128824,0.95,percentile,500,271,True
roi,1,3,3,1,0.08,22.88,-0.16211533378664153,-0.11260494806706078,0.049510385719580746,0.33758033298040535,-0.7300681664007805,0.6369729171758074,0.95,percentile,500,271,True
roi,1,4,4,1,0.08,22.88,-0.050812928374634934,-0.02077849072479025,0.030034437649844686,0.3388413388751845,-0.6350128517092158,0.725996678472087,0.95,percentile,500,271,True
roi,1,5,5,1,0.08,22.88,0.24233394044310821,0.20661988697547165,-0.035714053467636564,0.2494451630499276,-0.37209011962442134,0.6424476252214613,0.95,percentile,500,271,True
roi,1,6,6,1,0.08,22.88,0.1477320545419071,0.17446313279506587,0.026731078253158763,0.2551591240443682,-0.2843925656988404,0.6970516822544456,0.95,percentile,500,271,True
roi,1,7,1,2,0.08,22.88,0.04921158875822737,0.09190111770575872,0.04268952894753135,0.285191113207211,-0.4468628806240042,0.6862211370381901,0.95,percentile,500,271,True
roi,1,8,2,2,0.08,22.88,0.013632725845342988,-0.029873550132583155,-0.04350627597792614,0.35892891186144554,-0.8002076296472411,0.5864017652493714,0.95,percentile,500,271,True
roi,1,9,3,2,0.08,22.88,0.6798710845765715,0.7312908517647052,0.05141976718813368,0.4007125033341038,0.079958854719486,1.64923311127317,0.95,percentile,500,271,True
roi,1,10,4,2,0.08,22.88,-0.8119849617981807,-0.8301596347479396,-0.01817467294975894,0.4065633600094123,-1.778678341795827,-0.07204482130361521,0.95,percentile,500,271,True
roi,1,11,5,2,0.08,22.88,-0.24983473141631557,-0.21238629346094245,0.037448437955373115,0.2913948689282672,-0.8000051010517759,0.3938709330720385,0.95,percentile,500,271,True
roi,1,12,6,2,0.08,22.88,0.35879104225961217,0.34081673465584056,-0.01797430760377161,0.1920200939775345,-0.015301904861259999,0.7429278052879076,0.95,percentile,500,271,True
roi,1,1,1,1,0.09,23.490000000000002,-0.3368725086012598,-0.2990655145221927,0.03780699407906707,0.4365427576895716,-1.1058630578566533,0.5454511768740581,0.95,percentile,500,272,True
roi,1,2,2,1,0.09,23.490000000000002,0.6134184234536871,0.5604838225405775,-0.05293460091310964,0.4050348212316829,-0.2020088487395797,1.330075963718984,0.95,percentile,500,272,True
roi,1,3,3,1,0.09,23.490000000000002,-0.15292420189141182,-0.10434765410058053,0.04857654779083129,0.32730119421676324,-0.6897140874766521,0.6196475202702216,0.95,percentile,500,272,True
roi,1,4,4,1,0.09,23.490000000000002,-0.041994349039288364,-0.013019589912439853,0.028974759126848514,0.32925595985904743,-0.6135387182292001,0.7169383920473312,0.95,percentile,500,272,True
roi,1,5,5,1,0.09,23.490000000000002,0.22353831841464228,0.18843993052364247,-0.03509838789099981,0.24247145591718572,-0.37208070048241565,0.6121492032077412,0.95,percentile,500,272,True
roi,1,6,6,1,0.09,23.490000000000002,0.16345480999220866,0.19069804929538847,0.027243239303179817,0.2490085404296825,-0.260912623379816,0.6991412527113604,0.95,percentile,500,272,True
roi,1,7,1,2,0.09,23.490000000000002,0.05032716264272483,0.09244079663322159,0.04211363399049676,0.2795465418962373,-0.4359130492203732,0.6718613437339492,0.95,percentile,500,272,True
roi,1,8,2,2,0.09,23.490000000000002,0.0034126203537293183,-0.037968802080503725,-0.04138142243423304,0.34994743286734054,-0.7970030709058306,0.5670869533579356,0.95,percentile,500,272,True
roi,1,9,3,2,0.09,23.490000000000002,0.6821324524894228,0.7299041585092724,0.04777170601984959,0.39323263432825556,0.09050806090205687,1.619269497118963,0.95,percentile,500,272,True
roi,1,10,4,2,0.09,23.490000000000002,-0.8266314478156559,-0.8423942698290562,-0.01576282201340029,0.39770887521303105,-1.75864118021799,-0.11732020772850629,0.95,percentile,500,272,True
roi,1,11,5,2,0.09,23.490000000000002,-0.2742793806991306,-0.23816056147341455,0.03611881922571605,0.2830720187407352,-0.8037577243685664,0.342795870699296,0.95,percentile,500,272,True
roi,1,12,6,2,0.09,23.490000000000002,0.36549400663107967,0.34956932115147704,-0.01592468547960263,0.18836953526585207,0.0022018499619009977,0.7356450242400627,0.95,percentile,500,272,True
roi,1,1,1,1,0.1,24.1,-0.3245319843171496,-0.28646982829699663,0.03806215602015295,0.42613402985263243,-1.0684422635711732,0.532157877399291,0.95,percentile,500,272,True
roi,1,2,2,1,0.1,24.1,0.594648146910403,0.5418193311297547,-0.05282881578064835,0.39551806885229085,-0.20820640619646982,1.298882355965019,0.95,percentile,500,272,True
roi,1,3,3,1,0.1,24.1,-0.14424745597842736,-0.09651948737002476,0.0477279686084026,0.3173321059307205,-0.6598153912889593,0.6018826643656429,0.95,percentile,500,272,True
roi,1,4,4,1,0.1,24.1,-0.03361429790833254,-0.0055621362363173395,0.028052161672015203,0.3199502147649055,-0.5849813280186366,0.7108811313059068,0.95,percentile,500,272,True
roi,1,5,5,1,0.1,24.1,0.20503508720029823,0.17035689339003282,-0.034678193810265406,0.23590676717733472,-0.37490220234682253,0.5848140114757858,0.95,percentile,500,272,True
roi,1,6,6,1,0.1,24.1,0.17842358065500033,0.20626791621996465,0.027844335564964323,0.24309781524480503,-0.2373030769217209,0.700602259030919,0.95,percentile,500,272,True
roi,1,7,1,2,0.1,24.1,0.05147069454229326,0.09312313705960712,0.041652442517313856,0.2740365932890881,-0.42905324685576024,0.6659499420101036,0.95,percentile,500,272,True
roi,1,8,2,2,0.1,24.1,-0.006402619035394634,-0.04574744737088214,-0.039344828335487504,0.34118637422908354,-0.7871758459467478,0.5441520422191846,0.95,percentile,500,272,True
roi,1,9,3,2,0.1,24.1,0.6835910231710394,0.7278054627205656,0.0442144395495262,0.3858942745460542,0.1004451138954052,1.590820348911755,0.95,percentile,500,272,True
roi,1,10,4,2,0.1,24.1,-0.8402895429324316,-0.8537466309109969,-0.013457087978565263,0.3891502029688047,-1.7398393073334426,-0.1475446896448642,0.95,percentile,500,272,True
roi,1,11,5,2,0.1,24.1,-0.2981607263204021,-0.26344765338364706,0.03471307293675502,0.27518661410224965,-0.8122179056452078,0.2945172469827089,0.95,percentile,500,272,True
roi,1,12,6,2,0.1,24.1,0.3717814864217738,0.3579581010558494,-0.013823385365924368,0.18483192483285685,0.016520344952526404,0.7345797459951148,0.95,percentile,500,272,True
roi,1,1,1,1,0.11,24.71,-0.31276942176137335,-0.27441773459157043,0.03835168716980292,0.4159592635589579,-1.0349867465307308,0.5237691953589793,0.95,percentile,500,272,True
roi,1,2,2,1,0.11,24.71,0.5764930034192569,0.5237253741300728,-0.052767629289184104,0.38631691958434955,-0.21481467862880646,1.2682926124722016,0.95,percentile,500,272,True
roi,1,3,3,1,0.11,24.71,-0.1359077912459778,-0.0889250924026518,0.046982698843325996,0.30771632518865205,-0.6218328780633301,0.5858668116419524,0.95,percentile,500,272,True
roi,1,4,4,1,0.11,24.71,-0.02559475918823378,0.00163676097747615,0.02723152016570993,0.3109662913464491,-0.5573573313167262,0.7009511804330261,0.95,percentile,500,272,True
roi,1,5,5,1,0.11,24.71,0.18705536389058167,0.15276170759309537,-0.03429365629748629,0.22970385664492485,-0.3849243355127212,0.5547516859798038,0.95,percentile,500,272,True
roi,1,6,6,1,0.11,24.71,0.19246678739134707,0.22089499437707477,0.028428206985727705,0.23741113629130423,-0.21309919443459718,0.7014891827655524,0.95,percentile,500,272,True
roi,1,7,1,2,0.11,24.71,0.05296990809909294,0.09430405167782423,0.04133414357873129,0.2686369245845975,-0.42126109432137254,0.66028317837829,0.95,percentile,500,272,True
roi,1,8,2,2,0.11,24.71,-0.015651979362894735,-0.05297212335918196,-0.03732014399628722,0.3326193500930433,-0.7701181596103187,0.5147630024583565,0.95,percentile,500,272,True
roi,1,9,3,2,0.11,24.71,0.6842571088530522,0.7249211534268654,0.04066404457381312,0.3786086687903163,0.1004391099648854,1.5696233452225368,0.95,percentile,500,272,True
roi,1,10,4,2,0.11,24.71,-0.8531350211921475,-0.8643030505863882,-0.011168029394240775,0.38083982840971986,-1.7229763815233967,-0.17617550922065878,0.95,percentile,500,272,True
roi,1,11,5,2,0.11,24.71,-0.3213284626520168,-0.28794271147795697,0.03338575117405984,0.26777863954136105,-0.8195339776297177,0.2626224827924185,0.95,percentile,500,272,True
roi,1,12,6,2,0.11,24.71,0.3776245597015245,0.36588078341186514,-0.011743776289659336,0.1815273724486716,0.031204537544501868,0.7332254944890347,0.95,percentile,500,272,True
roi,1,1,1,1,0.12,25.32,-0.3015165547437545,-0.26280888626462945,0.038707668479125046,0.4060027762974401,-1.010111552174781,0.515755195181188,0.95,percentile,500,272,True
roi,1,2,2,1,0.12,25.32,0.5588911190315282,0.5061248264537309,-0.0527662925777973,0.37743859258302986,-0.22279214118302376,1.2280366827089237,0.95,percentile,500,272,True
roi,1,3,3,1,0.12,25.32,-0.12788396513997732,-0.08156294922084413,0.04632101591913319,0.2984565550021815,-0.5995529410772761,0.5674310587619111,0.95,percentile,500,272,True
roi,1,4,4,1,0.12,25.32,-0.017907460445470393,0.00860270385352406,0.026510164298994453,0.3022977914276819,-0.5362830944482841,0.6887238888219099,0.95,percentile,500,272,True
roi,1,5,5,1,0.12,25.32,0.16956052123175697,0.1355962765932148,-0.03396424463854217,0.22386126565435852,-0.39289102063145653,0.5236985009827364,0.95,percentile,500,272,True
roi,1,6,6,1,0.12,25.32,0.20566252603713459,0.2346778060444018,0.02901528000726722,0.23194318369544092,-0.19334173853740988,0.7033082480283157,0.95,percentile,500,272,True
roi,1,7,1,2,0.12,25.32,0.054778366039402365,0.09589987029405754,0.041121504254655175,0.26334427260889975,-0.4123894157811563,0.6528406700681584,0.95,percentile,500,272,True
roi,1,8,2,2,0.12,25.32,-0.024384405270074565,-0.059704270593077105,-0.03531986532300254,0.32426698538009857,-0.752106787516412,0.49097428048459996,0.95,percentile,500,272,True
roi,1,9,3,2,0.12,25.32,0.6841948979223729,0.7213217423464776,0.037126844424104744,0.37140190964249753,0.09561560042060106,1.5478889203872013,0.95,percentile,500,272,True
roi,1,10,4,2,0.12,25.32,-0.8652266298439707,-0.8741158897829563,-0.008889259938985594,0.37279001590529465,-1.7089529545785849,-0.20430791975449444,0.95,percentile,500,272,True
